x,y,theta,theta_degree,v,omega
0.20566298067569733,-0.3093401789665222,-0.7675372437976159,-43.97664468870711,0.49999999999999994,0.5
0.20566298067569733,-0.3093401789665222,-0.7675372437976159,-43.97664468870711,0.5,0.5
0.2157077193260193,-0.31886813044548035,-0.7496518754889505,-42.95188856958355,0.5,0.5
0.2157077193260193,-0.31886813044548035,-0.7496518754889505,-42.95188856958355,0.5,0.5
0.22061724960803986,-0.3234008848667145,-0.7413840180902441,-42.478175235021666,0.5,0.5
0.22641924023628235,-0.32864540815353394,-0.7285653486220258,-41.74371957551955,0.49999999999999994,0.5
0.23140369355678558,-0.33305755257606506,-0.7205690247169988,-41.28556396414193,0.5,0.5
0.23600031435489655,-0.33706748485565186,-0.7141020184217614,-40.91503179734029,0.49999999999999994,0.5
0.24100279808044434,-0.34138205647468567,-0.7092943092161592,-40.639570350733095,0.5,0.5
0.24606798589229584,-0.34570127725601196,-0.7028558134426783,-40.27067171649982,0.49999999999999994,0.5
0.2518797218799591,-0.3505880534648895,-0.6954568499084588,-39.84674233321784,0.5,0.5
0.25690728425979614,-0.35475537180900574,-0.688766636417443,-39.46342133614115,0.5,0.5
0.2625172734260559,-0.3593302071094513,-0.6794534027604201,-38.92981235397455,0.5,0.5
0.2625172734260559,-0.3593302071094513,-0.6794534027604201,-38.92981235397455,0.5,0.5
0.26767244935035706,-0.36346113681793213,-0.671634805556705,-38.481839732488886,0.5,0.5
0.2756320536136627,-0.3697177767753601,-0.660715202861462,-37.85619258409179,0.5,0.5
0.28070294857025146,-0.37362828850746155,-0.6531108440891242,-37.42049492053355,0.5,0.5
0.28699660301208496,-0.3783981204032898,-0.6439380392103418,-36.8949319146823,0.49999999999999994,0.5
0.29220902919769287,-0.3822896182537079,-0.638679734148814,-36.59365322726448,0.5,0.5
0.29220902919769287,-0.3822896182537079,-0.638679734148814,-36.59365322726448,0.5,0.5
0.3014887869358063,-0.38906681537628174,-0.6228970851922188,-35.68937405251502,0.5,0.5
0.3069114685058594,-0.3929276764392853,-0.6145503899897897,-35.21114364453375,0.5,0.5
0.3069114685058594,-0.3929276764392853,-0.6145503899897897,-35.21114364453375,0.5,0.5
0.31636306643486023,-0.39950746297836304,-0.6017327387198189,-34.47674632349392,0.49999999999999994,0.5
0.32182496786117554,-0.4032233655452728,-0.593072157950552,-33.98053159728276,0.49999999999999994,0.5
0.3288704752922058,-0.40794092416763306,-0.5869664972773156,-33.63070300956731,0.5,0.5
0.3288704752922058,-0.40794092416763306,-0.5869664972773156,-33.63070300956731,0.5,0.5
0.3343862295150757,-0.41157644987106323,-0.5785501968725847,-33.148484517261984,0.49999999999999994,0.5
0.3440616726875305,-0.4178224503993988,-0.5679346358551209,-32.540257673797704,0.5,0.5
0.3440616726875305,-0.4178224503993988,-0.5679346358551209,-32.540257673797704,0.5,0.5
0.3497091233730316,-0.4213939607143402,-0.5598850332815246,-32.07904941957299,0.5,0.5
0.36012548208236694,-0.4277932941913605,-0.5419274951257269,-31.050158272800644,0.5,0.5
0.3657999634742737,-0.43117570877075195,-0.5331326789547911,-30.546252424612614,0.49999999999999994,0.5
0.3657999634742737,-0.43117570877075195,-0.5331326789547911,-30.546252424612614,0.49999999999999994,0.5
0.37635868787765503,-0.43728670477867126,-0.5154731262492558,-29.53443458649661,0.5,0.5
0.37635868787765503,-0.43728670477867126,-0.5154731262492558,-29.53443458649661,0.5,0.5
0.3820978105068207,-0.44050681591033936,-0.4956144111577776,-28.396614025202155,0.49999999999999994,0.5
0.3887786567211151,-0.4441685378551483,-0.4956144111577776,-28.396614025202155,0.5,0.5
0.3946031928062439,-0.4472854733467102,-0.4871128268427942,-27.909509124778985,0.5,0.5
0.4021904170513153,-0.4512379765510559,-0.4734047020070369,-27.124091426651624,0.5,0.5
0.4081284701824188,-0.45424652099609375,-0.46450626686591073,-26.6142486487942,0.5,0.5
0.4081284701824188,-0.45424652099609375,-0.46450626686591073,-26.6142486487942,0.5,0.5
0.4183429479598999,-0.4592856168746948,-0.4520855574602559,-25.90259442129173,0.5,0.5
0.424226850271225,-0.4621180593967438,-0.44521540427852857,-25.508963639370382,0.5,0.5
0.4300149381160736,-0.46485742926597595,-0.4388698909573188,-25.145392507221022,0.5,0.5
0.43575072288513184,-0.4675295650959015,-0.43308056504354475,-24.813688566136047,0.5,0.5
0.44157207012176514,-0.47019755840301514,-0.4264089568014121,-24.431433571297152,0.5,0.5
0.4484725892543793,-0.4733049273490906,-0.41980908611630535,-24.053288835708422,0.49999999999999994,0.5
0.45458415150642395,-0.4760064482688904,-0.4126071139004303,-23.6406462235683,0.5,0.5
0.4620627164840698,-0.47924596071243286,-0.4049397299961856,-23.20133748594854,0.5,0.5
0.4620627164840698,-0.47924596071243286,-0.4049397299961856,-23.20133748594854,0.49999999999999994,0.5
0.4681449234485626,-0.4818241596221924,-0.39692004048813095,-22.74184312413166,0.5,0.5
0.47901540994644165,-0.48626914620399475,-0.3793990706518198,-21.73796549953501,0.5,0.5
0.47901540994644165,-0.48626914620399475,-0.3793990706518198,-21.73796549953501,0.5,0.5
0.4850679934024811,-0.4886522889137268,-0.370793646973355,-21.24491104183703,0.5,0.5
0.4956408143043518,-0.4926795959472656,-0.35709493408384857,-20.460032608506854,0.5,0.5
0.4956408143043518,-0.4926795959472656,-0.35709493408384857,-20.460032608506854,0.5,0.5
0.5017907023429871,-0.4949495494365692,-0.3500897790682218,-20.05866679127654,0.49999999999999994,0.5
0.5097264051437378,-0.4977891445159912,-0.33716650603327575,-19.318217788878908,0.5,0.5
0.5160651206970215,-0.4999820590019226,-0.32896519816414227,-18.84831746149013,0.49999999999999994,0.5
0.5236750245094299,-0.5025249123573303,-0.31600301479807624,-18.10563906133987,0.5,0.5
0.5300607681274414,-0.5045768618583679,-0.30582558882789035,-17.522515506941378,0.5,0.5
0.5300607681274414,-0.5045768618583679,-0.30582558882789035,-17.522515506941378,0.49999999999999994,0.5
0.5403646230697632,-0.5077531933784485,-0.29222148523554337,-16.743057787041135,0.5,0.5
0.5466733574867249,-0.5096256732940674,-0.28482501697142704,-16.319271372204813,0.5,0.5
0.5549464821815491,-0.5119947195053101,-0.2729620378706576,-15.639572737278824,0.5,0.5
0.5613402724266052,-0.5137539505958557,-0.26404290295249216,-15.128543949560184,0.5,0.5
0.5613402724266052,-0.5137539505958557,-0.26404290295249216,-15.128543949560184,0.5,0.5
0.5720622539520264,-0.5165717601776123,-0.24994689018447389,-14.320901909990216,0.5,0.5
0.5783459544181824,-0.5181528329849243,-0.24304228015305504,-13.925296896006225,0.5,0.5
0.5846920013427734,-0.519692599773407,-0.23302675193371572,-13.351449399443906,0.5,0.5
0.5914719700813293,-0.5212673544883728,-0.2234137106842549,-12.800662707564632,0.49999999999999994,0.5
0.5976985692977905,-0.5226500630378723,-0.21361917871755276,-12.23947736356663,0.5,0.5
0.605647087097168,-0.5243329405784607,-0.20365833682754741,-11.66876316287221,0.5,0.5
0.605647087097168,-0.5243329405784607,-0.20365833682754741,-11.66876316287221,0.5,0.5
0.6119477152824402,-0.5256107449531555,-0.19651526500684963,-11.2594952947874,0.5,0.5
0.6235803961753845,-0.5278454422950745,-0.18306523518821,-10.488865351854239,0.5,0.5
0.6235803961753845,-0.5278454422950745,-0.18306523518821,-10.488865351854239,0.5,0.5
0.6300065517425537,-0.5290061235427856,-0.17432266651041312,-9.98795306451321,0.5,0.5
0.6415603756904602,-0.5309658646583557,-0.1617187345556773,-9.265800958236774,0.5,0.5
0.6480342149734497,-0.5319973230361938,-0.15427713621989236,-8.83942878076472,0.5,0.5
0.6480342149734497,-0.5319973230361938,-0.15427713621989236,-8.83942878076472,0.49999999999999994,0.5
0.6594009399414062,-0.5336829423904419,-0.1401597869106329,-8.030564247432226,0.5,0.5
0.6658953428268433,-0.5345755219459534,-0.1330036460957644,-7.62054758113895,0.5,0.5
0.6658953428268433,-0.5345755219459534,-0.1330036460957644,-7.62054758113895,0.5,0.5
0.6772703528404236,-0.5360149145126343,-0.11873674536261117,-6.80311438239717,0.5,0.5
0.6839087605476379,-0.5367769598960876,-0.10984307313362143,-6.2935444993033505,0.5,0.5
0.6920397877693176,-0.537627100944519,-0.09851617184082846,-5.644560860265037,0.5,0.5
0.6986168026924133,-0.5382460951805115,-0.08916890357355459,-5.109001838573682,0.49999999999999994,0.5
0.6986168026924133,-0.5382460951805115,-0.08916890357355459,-5.109001838573682,0.49999999999999994,0.5
0.7117611169815063,-0.5393030047416687,-0.07189732807788231,-4.119413457130087,0.5,0.5
0.7117611169815063,-0.5393030047416687,-0.07189732807788231,-4.119413457130087,0.49999999999999994,0.5
0.7182257771492004,-0.5397418737411499,-0.06366771532792599,-3.6478913795305394,0.49999999999999994,0.5
0.7278280854225159,-0.5402920842170715,-0.05081057620574211,-2.9112315712168666,0.5,0.5
0.7278280854225159,-0.5402920842170715,-0.05081057620574211,-2.9112315712168666,0.5,0.5
0.7419129610061646,-0.5408994555473328,-0.03528821559316852,-2.021865820036297,0.49999999999999994,0.5
0.7485665082931519,-0.5411051511764526,-0.026515602414648693,-1.5192321096062649,0.49999999999999994,0.5
0.7485665082931519,-0.5411051511764526,-0.026515602414648693,-1.5192321096062649,0.5,0.5
0.7613713145256042,-0.5413492918014526,-0.011580646315682492,-0.6635221579223333,0.5,0.5
0.7613713145256042,-0.5413492918014526,-0.011580646315682492,-0.6635221579223333,0.49999999999999994,0.5
0.7679012417793274,-0.541405439376831,-0.005617201205314361,-0.3218419217403119,0.5,0.5
0.7781520485877991,-0.5414100289344788,0.004717052259939786,0.27026718623719664,0.5,0.5
0.7845554351806641,-0.5413585305213928,0.011376201707352514,0.6518083447208203,0.5,0.5
0.7906799912452698,-0.5412712097167969,0.01714223537975902,0.9821777386800319,0.5,0.5
0.797234058380127,-0.5411348342895508,0.024461210800723263,1.401524140661268,0.5,0.5
0.797234058380127,-0.5411348342895508,0.024461210800723263,1.401524140661268,0.5,0.5
0.8112733960151672,-0.5406611561775208,0.0421037082061456,2.412364782062473,0.5,0.5
0.8112733960151672,-0.5406611561775208,0.0421037082061456,2.412364782062473,0.5,0.5
0.8264145255088806,-0.5398856997489929,0.0587523605009372,3.3662622931348247,0.5,0.5
0.8264145255088806,-0.5398856997489929,0.0587523605009372,3.3662622931348247,0.49999999999999994,0.5
0.8328813910484314,-0.5394811034202576,0.06621557059677571,3.793872733245798,0.5,0.5
0.8388907313346863,-0.539061963558197,0.07304614596111793,4.185235873268642,0.5,0.5
0.8459306359291077,-0.5385079979896545,0.08401638433735269,4.8137842324793425,0.49999999999999994,0.5
0.8525617718696594,-0.5379248261451721,0.0914266750622038,5.238362615978251,0.5,0.5
0.8608997464179993,-0.5371085405349731,0.10374731130053845,5.944283073350765,0.5,0.5
0.8675678968429565,-0.5363845229148865,0.11255496761099941,6.448924607341945,0.5,0.5
0.8675678968429565,-0.5363845229148865,0.11255496761099941,6.448924607341945,0.5,0.5
0.881588876247406,-0.5346880555152893,0.12899405205036998,7.390814764777064,0.5,0.5
0.881588876247406,-0.5346880555152893,0.12899405205036998,7.390814764777064,0.5,0.5
0.8881866931915283,-0.5338046550750732,0.1372098418307136,7.861544844557467,0.5,0.5
0.8941769599914551,-0.532961905002594,0.1423328518661454,8.155071697990874,0.49999999999999994,0.5
0.9007123708724976,-0.5319982171058655,0.15047842375975146,8.621778589214887,0.5,0.5
0.9073150753974915,-0.5309715270996094,0.1580396257387267,9.055003550656135,0.49999999999999994,0.5
0.9153573513031006,-0.5296504497528076,0.16758161859835768,9.601719469656958,0.5,0.5
0.9219149947166443,-0.5285062193870544,0.1779192109450351,10.194019881448314,0.49999999999999994,0.5
0.9278384447097778,-0.5274103879928589,0.18793326835203736,10.767783106671265,0.5,0.5
0.9341235160827637,-0.5261840224266052,0.19747585229991366,11.314532892533864,0.49999999999999994,0.5
0.9400264024734497,-0.5249825119972229,0.2041261690156852,11.695567972772876,0.5,0.5
0.9483202695846558,-0.5232200622558594,0.2146487846628541,12.298469438793974,0.5,0.5
0.9546461701393127,-0.5218173265457153,0.22177785946086506,12.706935336553084,0.5,0.5
0.9546461701393127,-0.5218173265457153,0.22177785946086506,12.706935336553084,0.5,0.5
0.966972827911377,-0.5189522504806519,0.23594492092596295,13.518648166605617,0.5,0.5
0.966972827911377,-0.5189522504806519,0.23594492092596295,13.518648166605617,0.5,0.5
0.9811674952507019,-0.5154122710227966,0.2521257851329756,14.44574339454174,0.5,0.5
0.9811674952507019,-0.5154122710227966,0.2521257851329756,14.44574339454174,0.5,0.5
0.9875110983848572,-0.513759195804596,0.25770800714575964,14.76558115617929,0.5,0.5
0.9933813810348511,-0.5121971964836121,0.26240556661391246,15.034731487716163,0.5,0.5
0.9993407130241394,-0.5105763077735901,0.2687296129242592,15.397072650744311,0.5,0.5
1.0057274103164673,-0.5087916254997253,0.27624649681736735,15.827758372909278,0.49999999999999994,0.5
1.0140479803085327,-0.5064043998718262,0.28255410245824997,16.189157554964762,0.5,0.5
1.0203367471694946,-0.5045537352561951,0.2898482730696667,16.6070827460473,0.5,0.5
1.0261759757995605,-0.5027897953987122,0.296893164884308,17.010725314152506,0.5,0.5
1.0325781106948853,-0.5007895231246948,0.30876273207767024,17.690801418979106,0.49999999999999994,0.5
1.0325781106948853,-0.5007895231246948,0.30876273207767024,17.690801418979106,0.49999999999999994,0.5
1.0460338592529297,-0.49633559584617615,0.3300808177752844,18.9122377567506,0.49999999999999994,0.5
1.0460338592529297,-0.49633559584617615,0.3300808177752844,18.9122377567506,0.49999999999999994,0.5
1.059232473373413,-0.4916769862174988,0.34774023359349077,19.92404775180039,0.5,0.5
1.059232473373413,-0.4916769862174988,0.34774023359349077,19.92404775180039,0.5,0.5
1.0653388500213623,-0.4894353449344635,0.3559102382899149,20.392154539507555,0.5,0.5
1.0709298849105835,-0.48733261227607727,0.36355109146496234,20.829943178316906,0.5,0.5
1.0778015851974487,-0.4846814274787903,0.3728771857210796,21.364289018533626,0.49999999999999994,0.5
1.0839442014694214,-0.4822506308555603,0.38076204346619613,21.81605808938984,0.5,0.5
1.0906744003295898,-0.4795169234275818,0.39089947136123465,22.396889922893738,0.5,0.5
1.096817970275879,-0.47695401310920715,0.399544994169888,22.892241891513663,0.49999999999999994,0.5
1.1028231382369995,-0.47438883781433105,0.407851739242514,23.368183325666227,0.49999999999999994,0.5
1.1085973978042603,-0.4718635678291321,0.4166824153135001,23.8741437947809,0.5,0.5
1.1146495342254639,-0.46915313601493835,0.42543786757188784,24.3757942569148,0.5,0.5
1.1211339235305786,-0.46617016196250916,0.4368780114412414,25.031266217651222,0.5,0.5
1.1271542310714722,-0.46332985162734985,0.4447714569113819,25.483527328906934,0.5,0.5
1.1271542310714722,-0.46332985162734985,0.4447714569113819,25.483527328906934,0.5,0.5
1.1398440599441528,-0.45713043212890625,0.4629378886218178,26.524387194727534,0.5,0.5
1.1398440599441528,-0.45713043212890625,0.4629378886218178,26.524387194727534,0.5,0.5
1.1457175016403198,-0.4541623890399933,0.4728705255081161,27.09348536774839,0.5,0.5
1.1554006338119507,-0.4491383731365204,0.4843401404814052,27.750645898357913,0.5,0.5
1.1554006338119507,-0.4491383731365204,0.4843401404814052,27.750645898357913,0.5,0.5
1.1610593795776367,-0.4461408853530884,0.48992222647995043,28.070475866953622,0.49999999999999994,0.5
1.1720329523086548,-0.4402006268501282,0.5023973562690336,28.785248152746014,0.5,0.5
1.1720329523086548,-0.4402006268501282,0.5023973562690336,28.785248152746014,0.5,0.5
1.1775250434875488,-0.4371612071990967,0.5085260382412573,29.13639576373235,0.5,0.5
1.1871095895767212,-0.4317428171634674,0.5205370416033427,29.824575564097284,0.5,0.5
1.1927083730697632,-0.42853179574012756,0.5209101730771466,29.84595442274974,0.5,0.5
1.1927083730697632,-0.42853179574012756,0.5209101730771466,29.84595442274974,0.5,0.5
1.2024849653244019,-0.4228377640247345,0.533869775741259,30.588484959569882,0.5,0.5
1.2082017660140991,-0.41942739486694336,0.5418959404524163,31.048350323196033,0.5,0.5
1.2082017660140991,-0.41942739486694336,0.5418959404524163,31.048350323196033,0.5,0.5
1.218344807624817,-0.413211852312088,0.5576382407793927,31.950317691759196,0.5,0.5
1.2239383459091187,-0.4096972644329071,0.564332530216666,32.33387222335396,0.5,0.5
1.2331119775772095,-0.40379399061203003,0.5792549398118332,33.188863313322564,0.5,0.5
1.2331119775772095,-0.40379399061203003,0.5792549398118332,33.188863313322564,0.5,0.5
1.2385615110397339,-0.4001959264278412,0.5878448885583094,33.681031122729344,0.5,0.5
1.2453551292419434,-0.3956027030944824,0.6011742626724754,34.444748003021985,0.5,0.5
1.2508063316345215,-0.39182645082473755,0.6105003854012909,34.979095474604144,0.5,0.5
1.2508063316345215,-0.39182645082473755,0.6105003854012909,34.979095474604144,0.5,0.5
1.2599737644195557,-0.3852827548980713,0.629357986588446,36.05955643436902,0.5,0.5
1.265175223350525,-0.3814614713191986,0.6378634907421319,36.546885925006215,0.5,0.5
1.2699812650680542,-0.3778717815876007,0.645191003003797,36.966721451929985,0.5,0.5
1.2752264738082886,-0.37389761209487915,0.6515949080222226,37.333638181888425,0.5,0.5
1.2752264738082886,-0.37389761209487915,0.6610649339188939,37.87623069764728,0.5,0.5
1.286516785621643,-0.3651207685470581,0.668208520733383,38.28552807270281,0.5,0.5
1.2916877269744873,-0.3610095977783203,0.6752299840897846,38.687828289030385,0.5,0.5
1.2916877269744873,-0.3610095977783203,0.6752299840897846,38.687828289030385,0.5,0.5
1.299497365951538,-0.3546866774559021,0.685945936761147,39.30180715056139,0.5,0.5
1.3045344352722168,-0.3505309224128723,0.6936852536167653,39.74523734270277,0.5,0.5
1.3091164827346802,-0.3466987609863281,0.6993436262763666,40.069438215010145,0.5,0.5
1.3139455318450928,-0.3426097631454468,0.7058725960179761,40.44352062577299,0.5,0.5
1.3188650608062744,-0.33839285373687744,0.711416663393418,40.76117228772198,0.49999999999999994,0.5
1.325390338897705,-0.33270496129989624,0.722469414053344,41.39444825254618,0.5,0.5
1.3302891254425049,-0.328348845243454,0.7311884900383222,41.8940145077393,0.5,0.5
1.3302891254425049,-0.328348845243454,0.7311884900383222,41.8940145077393,0.5,0.5
1.3386520147323608,-0.32072874903678894,0.7467283661290331,42.78438382189329,0.5,0.5
1.3434439897537231,-0.3162553906440735,0.7553204835215663,43.2766758855664,0.49999999999999994,0.5
1.3434439897537231,-0.3162553906440735,0.7553204835215663,43.2766758855664,0.49999999999999994,0.5
1.3528417348861694,-0.30725914239883423,0.7705130035059568,44.14714316084012,0.5,0.5
1.3528417348861694,-0.30725914239883423,0.7705130035059568,44.14714316084012,0.5,0.5
1.362816333770752,-0.297404021024704,0.7868284764403196,45.081950900739045,0.5,0.5
1.362816333770752,-0.297404021024704,0.7868284764403196,45.081950900739045,0.5,0.5
1.3673938512802124,-0.29278239607810974,0.7935550842682243,45.46735713971764,0.5,0.5
1.3766729831695557,-0.28320035338401794,0.8105197619686386,46.43936157275108,0.49999999999999994,0.5
1.3766729831695557,-0.28320035338401794,0.8105197619686386,46.43936157275108,0.5,0.5
1.3812566995620728,-0.27833837270736694,0.8191791159444166,46.93550600887299,0.49999999999999994,0.5
1.3866007328033447,-0.2725588083267212,0.8298733955664322,47.54824309614725,0.49999999999999994,0.5
1.3910918235778809,-0.2676110863685608,0.8376133903761825,47.991712132199105,0.49999999999999994,0.5
1.3954743146896362,-0.2627018094062805,0.8464612092029857,48.49865480887132,0.5,0.5
1.400339126586914,-0.2571379244327545,0.8582159801635932,49.17215357405707,0.5,0.5
1.4045871496200562,-0.2521783709526062,0.8668294876799139,49.66567120154645,0.49999999999999994,0.5
1.4098416566848755,-0.2459152489900589,0.8786674166656501,50.34393457060472,0.5,0.5
1.4098416566848755,-0.2459152489900589,0.8786674166656501,50.34393457060472,0.5,0.5
1.4139810800552368,-0.24086464941501617,0.8897892970444711,50.981171376560525,0.5,0.5
1.422641396522522,-0.22999803721904755,0.9073915946372139,51.989708738357976,0.5,0.5
1.422641396522522,-0.22999803721904755,0.9073915946372139,51.989708738357976,0.5,0.5
1.4265979528427124,-0.22489872574806213,0.91446761956037,52.395135102184206,0.5,0.5
1.4306858777999878,-0.21954916417598724,0.9221320503154087,52.83427463681819,0.49999999999999994,0.5
1.4345837831497192,-0.2143731713294983,0.9285331763895721,53.2010321449989,0.5,0.5
1.4388267993927002,-0.208665132522583,0.9346116155034007,53.549301052248516,0.49999999999999994,0.5
1.4426325559616089,-0.2034837305545807,0.9399514683107275,53.85525208132943,0.5,0.5
1.446999192237854,-0.19745826721191406,0.9474249481740963,54.283450935776465,0.5,0.5
1.446999192237854,-0.19745826721191406,0.9474249481740963,54.283450935776465,0.5,0.5
1.4548310041427612,-0.18638074398040771,0.9628587657111932,55.16774354242712,0.5,0.5
1.4548310041427612,-0.18638074398040771,0.9628587657111932,55.16774354242712,0.49999999999999994,0.5
1.4629679918289185,-0.17446747422218323,0.9798759305259696,56.14275526559232,0.49999999999999994,0.5
1.4629679918289185,-0.17446747422218323,0.9798759305259696,56.14275526559232,0.5,0.5
1.4664077758789062,-0.16930784285068512,0.9857043260857856,56.47669773250257,0.5,0.5
1.4729820489883423,-0.15924200415611267,0.9987453704288994,57.223894533805954,0.5,0.5
1.4729820489883423,-0.15924200415611267,0.9987453704288994,57.223894533805954,0.5,0.5
1.4765628576278687,-0.15363042056560516,1.006917485000228,57.692122208440445,0.49999999999999994,0.5
1.4797862768173218,-0.14848166704177856,1.0159406985798056,58.20911426419537,0.5,0.5
1.483013391494751,-0.1432161033153534,1.0259847764612582,58.7845975359033,0.49999999999999994,0.5
1.486385464668274,-0.13759444653987885,1.034999364274169,59.30109537163317,0.5,0.5
1.4907091856002808,-0.1302124410867691,1.0469098043228686,59.98351331856724,0.5,0.5
1.4939231872558594,-0.12458617240190506,1.0566732568234263,60.542917940325644,0.5,0.5
1.4975616931915283,-0.11809501051902771,1.0631449478217512,60.913718520842465,0.5,0.5
1.5007171630859375,-0.11237785220146179,1.0697965283143003,61.29482601015708,0.49999999999999994,0.5
1.5036276578903198,-0.10701712220907211,1.0769948910191864,61.70726181255143,0.5,0.5
1.506613850593567,-0.10140968859195709,1.0859284729876828,62.21911835528045,0.5,0.5
1.506613850593567,-0.10140968859195709,1.0859284729876828,62.21911835528045,0.5,0.5
